title,booker_year,longlist,shortlist,winner,places,ratingHistogram,ratingsCount,reviewsCount,one_star,two_star,three_star,four_star,five_star,average_rating,numPages,language,awards,series,Fiction,Literary.Fiction,Novels,Contemporary,Literature,Historical.Fiction,Audiobook,Historical,British.Literature,Adult,Adult.Fiction,X21st.Century,Book.Club,Mystery,Family,Ireland,Fantasy,Irish.Literature,Unfinished,War,Africa,Crime,Asia,LGBT,Science.Fiction,India,Romance,Canada,Queer,Humor,publish_year,publish_month,publish_day,first_award,url,titleComplete,description,imageUrl,genres,asin,isbn,isbn13,publisher,author,publishDate,characters
The Stone Carvers,2001,1,0,0,"['Vimy Ridge', 'Paris, Ontario']","123, 319, 1485, 2781, 2034",6742,265,123,319,1485,2781,2034,3.932067636,400,English,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': 'Longlist', 'hasWon': None}, {'name': 'Scotiabank Giller Prize', 'awardedAt': 978336000000, 'category': None, 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2002,1,1,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/116491.The_Stone_Carvers,The Stone Carvers,"Book by Urquhart, Jane",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348747247i/116491.jpg,"['Novels', 'Literary Fiction', 'Canada', 'Contemporary', 'Historical', 'Romance', 'Canadian Literature', 'Historical Fiction', 'Literature', 'Fiction']",0747557802,0747557802,9.78075e+12,Bloomsbury Publishing PLC,['Jane Urquhart'],1.00987e+12,
Treacle Walker,2022,0,1,0,,"607, 1346, 2317, 1805, 884",6959,1288,607,1346,2317,1805,884,3.145566892,152,English,"[{'name': 'Booker Prize', 'awardedAt': 1641024000000, 'category': 'Shortlist', 'hasWon': None}]",,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,10,28,"[{'name': 'Booker Prize', 'awardedAt': 1641024000000, 'category': 'Shortlist', 'hasWon': None}",https://www.goodreads.com/book/show/58205835-treacle-walker,Treacle Walker,"Treacle Walker is a stunning fusion of myth and folklore and an exploration of the fluidity of time, vivid storytelling that brilliantly illuminates an introspective young mind trying to make sense of everything around him.'Ragbone! Ragbone! Any rags! Pots for rags! Donkey stone!'Joe looked up from his comic and lifted his eye patch. There was a white pony in the yard. It was harnessed to a cart, a flat cart, with a wooden chest on it. A man was sitting at a front corner of the cart, holding the reins. His face was creased. He wore a long coat and a floppy high-crowned hat, with hair straggling beneath, and a leather bag was slung from his shoulder across his hip.Joe Coppock squints at the world with his lazy eye. He reads his comics, collects birds' eggs and treasures his marbles, particularly his prized dobbers. When Treacle Walker appears off the Cheshire moor one day - a wanderer, a healer - an unlikely friendship is forged and the young boy is introduced to a world he could never have imagined.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1622410947i/58205835.jpg,"['British Literature', 'Magical Realism', 'Mythology', 'Novels', 'Literary Fiction', 'Folklore', 'Audiobook', 'Fantasy', 'Novella', 'Fiction']",0008477795,0008477795,9.78001e+12,Fourth Estate,['Alan Garner'],1.6354e+12,
Hotel World,2001,0,1,0,['England'],"264, 764, 2023, 2470, 1442",6963,748,264,764,2023,2470,1442,3.583369237,238,English,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': '', 'hasWon': None}, {'name': 'Orange Prize', 'awardedAt': 978336000000, 'category': 'Fiction Shortlist', 'hasWon': None}, {'name': 'RSL Encore Award', 'awardedAt': 1009872000000, 'category': None, 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2002,5,7,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/123036.Hotel_World,Hotel World,"Five disparate voices inhabit Ali Smith's dreamlike, mesmerising Hotel World, set in the luxurious anonymity of the Global Hotel, in an unnamed northern English city. The disembodied yet interconnected characters include Sara, a 19-year-old chambermaid who has recently died at the hotel; her bereaved sister, Clare, who visits the scene of Sara's death; Penny, an advertising copywriter who is staying in the room opposite; Lise, the Global's depressed receptionist; and the homeless Else who begs on the street outside. Smith's ambitious prose explores all facets of language and its uses. Sara takes us through the moment of her exit from the world and beyond; in her desperate, fading grip on words and senses she gropes to impart the meaning of her death in what she terms ""the lift for dishes""--then comes a flash of clarity: ""That's the name for it, the name for it; that's it; dumb waiter dumb waiter dumb waiter."" Blended with hers are other voices: Penny's bland journalese and Else's obsession with metaphysical poetry.  Hotel World is not an easy read: disturbing and witty by turns, with its stream-of-consciousness narrators reminiscent of Virgina Woolf's The Waves, its deceptively rambling language is underpinned by a formal construction. Exploring the ""big themes"" of love, death and millennial capitalism, it takes as its starting point Muriel Spark's Momento Mori (""Remember you must die"") and counteracts this axiom with a resolute ""Remember you must live"". Ali Smith's novel is a daring, compelling, and frankly spooky read. --Catherine Taylor",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348587043i/123036.jpg,"['British Literature', 'Short Stories', '21st Century', 'Novels', 'Literary Fiction', 'Contemporary', 'LGBT', 'Queer', 'Fiction', 'Literature']",0140296794,0140296794,9.78014e+12,Penguin Books Ltd,['Ali Smith'],1.02075e+12,
The Story of Lucy Gault,2002,0,1,0,['County Cork'],"167, 559, 1876, 2809, 1811",7222,776,167,559,1876,2809,1811,3.766823595,240,English,"[{'name': 'Booker Prize', 'awardedAt': 1009872000000, 'category': '', 'hasWon': None}, {'name': 'James Tait Black Memorial Prize', 'awardedAt': 1009872000000, 'category': 'Fiction', 'hasWon': None}, {'name': 'Whitbread Award', 'awardedAt': 1009872000000, 'category': 'Novel', 'hasWon': None}, {'name': 'Kerry Group Irish Fiction Award', 'awardedAt': 1041408000000, 'category': None, 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2003,8,26,"[{'name': 'Booker Prize', 'awardedAt': 1009872000000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/167302.The_Story_of_Lucy_Gault,The Story of Lucy Gault,""" The Story of Lucy Gault  . . . once read, will never be forgotten.""— The Washington Post Book World""Trevor was our twentieth century Chekov."" —Wall Street JournalThe stunning novel from highly acclaimed author William Trevor is a brilliant, subtle, and moving story of love, guilt, and forgiveness. The Gault family leads a life of privilege in early 1920s Ireland, but the threat of violence leads the parents of nine-year-old Lucy to decide to leave for England, her mother's home. Lucy cannot bear the thought of leaving Lahardane, their country house with its beautiful land and nearby beach, and a dog she has befriended. On the day before they are to leave, Lucy runs away, hoping to convince her parents to stay. Instead, she sets off a series of tragic misunderstandings that affect all of Lahardane's inhabitants for the rest of their lives.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1311648314i/167302.jpg,"['Irish Literature', 'Novels', 'Literary Fiction', 'Ireland', 'Contemporary', 'Historical', 'Family', 'Historical Fiction', 'Literature', 'Fiction']",014200331X,014200331X,9.78014e+12,Penguin Books,['William Trevor'],1.06188e+12,"['Everard Gault', 'Heloise Gault', 'Lucy Gault']"
This Other Eden,2023,0,1,0,,"100, 452, 1914, 2932, 1916",7314,1186,100,452,1914,2932,1916,3.835657643,224,English,"[{'name': 'Booker Prize', 'awardedAt': 1672560000000, 'category': 'Shortlist', 'hasWon': None}, {'name': 'National Book Award Finalist', 'awardedAt': 1672560000000, 'category': 'Fiction', 'hasWon': None}]",,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2023,1,24,"[{'name': 'Booker Prize', 'awardedAt': 1672560000000, 'category': 'Shortlist', 'hasWon': None}",https://www.goodreads.com/book/show/61089492-this-other-eden,This Other Eden,"A novel inspired by the true story of the once racially integrated Malaga Island off the coast of Maine, by the Pulitzer Prize-winning author of Tinkers.In 1792, formerly enslaved Benjamin Honey and his Irish wife, Patience, discovered an island where they could make a life together. More than a century later, the Honeys’ descendants remain there, with an eccentric, diverse band of neighbors: a pair of sisters raising three Penobscot orphans; Theophilus and Candace Larks and their nocturnal brood; the prophetic Zachary Hand To God Proverbs, a Civil War veteran who carves Biblical images in a hollow tree. Then comes the intrusion of “civilization”: eugenics-minded state officials determine to cleanse” the island, and a missionary schoolteacher selects one light-skinned boy to save. The rest will succumb to the authorities’ institutions or cast themselves on the waters in a new Noah’s Ark.Full of lyricism and power, This Other Eden explores the hopes and dreams and resilience of those seen not to fit a world brutally intolerant of difference.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1665472154i/61089492.jpg,"['Novels', 'Literary Fiction', 'Audiobook', 'Race', 'Historical', 'American', 'African American', 'Historical Fiction', 'Literature', 'Fiction']",132403629X,132403629X,9.78132e+12,W. W. Norton & Company,['Paul Harding'],1.67455e+12,
February,2010,1,0,0,['Newfoundland and Labrador'],"184, 619, 2018, 2863, 1667",7351,771,184,619,2018,2863,1667,3.708747109,310,English,"[{'name': 'Booker Prize', 'awardedAt': 1262332800000, 'category': 'Longlist', 'hasWon': None}, {'name': 'CBC Canada Reads', 'awardedAt': 1357027200000, 'category': '', 'hasWon': None}]",,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2010,1,1,"[{'name': 'Booker Prize', 'awardedAt': 1262332800000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/6486765-february,February,"In 1982, the oil rig Ocean Ranger sank off the coast of Newfoundland during a Valentine's night storm. In the early hours of the next morning, all 84 men aboard died. Helen O'Mara is one of those left behind when her husband, Cal, drowns. Her story starts years after the Ranger disaster, but she is compelled to travel back to the 'February' that persists in her mind, and to that moment in 1982 when, expecting a fourth child, she received the call informing her that Cal was lost at sea. A quarter of a century on, late one winter's night, Helen is woken by another phone call. It is her wayward son John, in another time zone, on his way home. He has made a girl pregnant and he needs his mother to decide what he should do. As John grapples with what it might mean to be a father, Helen realises that she must shake off her decades of mourning in order to help. With grace and precision, and a shocking ability to render the precise details of her characters' physical and emotional worlds, Lisa",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328027313i/6486765.jpg,"['Adult Fiction', 'Book Club', 'Literary Fiction', 'Canada', 'Contemporary', 'Canadian Literature', 'Family', 'Historical Fiction', 'Literature', 'Fiction']",088784202X,088784202X,9.78089e+12,House of Anansi Pr,['Lisa Moore'],1.26233e+12,
A Passage North,2021,0,1,0,,"166, 583, 2159, 2890, 1670",7468,1246,166,583,2159,2890,1670,3.711703267,304,English,"[{'name': 'Booker Prize', 'awardedAt': 1609488000000, 'category': '', 'hasWon': None}, {'name': 'Orwell Prize', 'awardedAt': 1641024000000, 'category': 'Political Fiction for Shortlist', 'hasWon': None}, {'name': 'Dylan Thomas Prize', 'awardedAt': 1641024000000, 'category': None, 'hasWon': None}]",,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2021,7,13,"[{'name': 'Booker Prize', 'awardedAt': 1609488000000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/55873262-a-passage-north,A Passage North,"A young man journeys into Sri Lanka's war-torn north in this searing novel of longing, loss, and the legacy of war from the award-winning author of The Story of a Brief Marriage. A Passage North begins with a message from out of the blue: a telephone call informing Krishan that his grandmother's caretaker, Rani, has died under unexpected circumstances--found at the bottom of a well in her village in the north, her neck broken by the fall. The news arrives on the heels of an email from Anjum, an impassioned yet aloof activist Krishnan fell in love with years before while living in Delhi, stirring old memories and desires from a world he left behind.As Krishan makes the long journey by train from Colombo into the war-torn Northern Province for Rani's funeral, so begins an astonishing passage into the innermost reaches of a country. At once a powerful meditation on absence and longing, as well as an unsparing account of the legacy of Sri Lanka's thirty-year civil war, this procession to a pyre ""at the end of the earth"" lays bare the imprints of an island's past, the unattainable distances between who we are and what we seek.Written with precision and grace, Anuk Arudpragasam's masterful new novel is an attempt to come to terms with life in the wake of devastation, and a poignant memorial for those lost and those still alive. ",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1617709043i/55873262.jpg,"['War', 'Book Club', 'Literary Fiction', 'Asia', 'Audiobook', 'Contemporary', 'Historical', 'India', 'Historical Fiction', 'Fiction']",0593230701,0593230701,9.78059e+12,Hogarth,['Anuk Arudpragasam'],1.62616e+12,
Parrot and Olivier in America,2010,0,1,0,['The United States of America'],"335, 931, 2450, 2659, 1098",7473,1043,335,931,2450,2659,1098,3.43543423,464,English,"[{'name': 'Booker Prize', 'awardedAt': 1262332800000, 'category': '', 'hasWon': None}, {'name': ""New South Wales Premier's Literary Award"", 'awardedAt': 1293868800000, 'category': 'Christina Stead Prize for Fiction', 'hasWon': None}, {'name': ""Victorian Premier's Literary Award"", 'awardedAt': 1262332800000, 'category': 'Vance Palmer Prize for Fiction', 'hasWon': None}, {'name': 'National Book Award Finalist', 'awardedAt': 1262332800000, 'category': 'Fiction', 'hasWon': None}]",,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2009,10,1,"[{'name': 'Booker Prize', 'awardedAt': 1262332800000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/6632372-parrot-and-olivier-in-america,Parrot and Olivier in America,"Simultaneous release of a dazzling comic masterpiece that reminds us why Peter Carey is Australia's most internationally acclaimed novelist.Olivier is a young aristocrat, one of an endangered species born in France just after the Revolution. Parrot, the son of an itinerant English printer, wanted to be an artist but has ended up in middle age as a servant. When Olivier sets sail for the New World - ostensibly to study its prisons, but in reality to avoid yet another revolution - Parrot is sent with him, as spy, protector, foe and foil. Through their adventures with women and money, incarceration and democracy, writing and painting, they make an unlikely pair. But where better for unlikely things to flourish than in the glorious, brand-new experiment, America? A dazzlingly inventive reimagining of Alexis de Tocqueville's famous journey, Parrot and Olivier in America brilliantly evokes the Old World colliding with the New. Above all, it is a wildly funny, tender portrait of two men who come to form an almost impossible friendship, and a completely improbable work of art.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1250737303i/6632372.jpg,"['Australia', 'Adventure', 'Literary Fiction', 'Audiobook', 'France', 'Historical', 'American', 'Historical Fiction', 'Literature', 'Fiction']",1926428145,1926428145,9.78193e+12,Hamish Hamilton,['Peter Carey'],1.25438e+12,
Narcopolis,2012,0,1,0,"['Mumbai', 'India', 'Bombay']","357, 944, 2472, 2572, 1151",7496,875,357,944,2472,2572,1151,3.429028815,292,English,"[{'name': 'Booker Prize', 'awardedAt': 1325404800000, 'category': '', 'hasWon': None}, {'name': 'Man Asian Literary Prize', 'awardedAt': 1325404800000, 'category': '', 'hasWon': None}, {'name': 'The Hindu Literary Prize', 'awardedAt': 1325404800000, 'category': None, 'hasWon': None}, {'name': 'DSC Prize', 'awardedAt': 1357027200000, 'category': 'South Asian Literature', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2012,2,2,"[{'name': 'Booker Prize', 'awardedAt': 1325404800000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/12384322-narcopolis,Narcopolis,"Shuklaji Street, in Old Bombay. In Rashid's opium room the air is thick and potent. A beautiful young woman leans to hold a long-stemmed pipe over a flame, her hair falling across her dark eyes. Around her, men sprawl and mutter in the gloom, each one drifting with his own tide. Here, people say that you introduce only your worst enemy to opium.Outside, stray dogs lope in packs. Street vendors hustle. Hookers call for custom through the bars of their cages as their pimps slouch in doorways in the half-light. There is an underworld whisper of a new terror: the Pathar Maar, the stone killer, whose victims are the nameless, invisible poor. There are too many of them to count in this broken city.Narcopolis is a rich, chaotic, hallucinatory dream of a novel that captures the Bombay of the 1970s in all its compelling squalor. With a cast of pimps, pushers, poets, gangsters and eunuchs, it is a journey into a sprawling underworld written in electric and utterly original prose.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328213696i/12384322.jpg,"['Novels', 'Literary Fiction', 'Asia', 'Contemporary', 'Historical', 'Indian Literature', 'India', 'Historical Fiction', 'Literature', 'Fiction']",0571275761,0571275761,9.78057e+12,Faber & Faber,['Jeet Thayil'],1.32817e+12,
Prophet Song,2023,0,1,1,"['Dublin', 'Ireland']","110, 310, 973, 2495, 3624",7512,1200,110,310,973,2495,3624,4.2264377,320,English,"[{'name': 'Booker Prize', 'awardedAt': 1672560000000, 'category': '', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2023,8,24,"[{'name': 'Booker Prize', 'awardedAt': 1672560000000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/158875813-prophet-song,Prophet Song,"A fearless portrait of a society on the brink as a mother faces a terrible choice, from an internationally award-winning authorOn a dark, wet evening in Dublin, scientist and mother-of-four Eilish Stack answers her front door to find the GNSB on her step. Two officers from Ireland’s newly formed secret police are here to interrogate her husband, a trade unionist.Ireland is falling apart. The country is in the grip of a government turning towards tyranny and Eilish can only watch helplessly as the world she knew disappears. When first her husband and then her eldest son vanish, Eilish finds herself caught within the nightmare logic of a collapsing society.How far will she go to save her family? And what – or who – is she willing to leave behind?Exhilarating, terrifying and propulsive, Prophet Song is a work of breathtaking originality, offering a devastating vision of a country at war and a deeply human portrait of a mother’s fight to hold her family together.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1689541792i/158875813.jpg,"['Irish Literature', 'Novels', 'Literary Fiction', 'Ireland', 'Audiobook', 'Science Fiction', 'Contemporary', 'Dystopia', 'Fiction', 'Literature']",B0C5Y3JG4S,,NA,Oneworld Publications,['Paul    Lynch'],1.69286e+12,
Jamrach's Menagerie,2011,0,1,0,,"254, 813, 2388, 2899, 1468",7822,1030,254,813,2388,2899,1468,3.577090258,295,English,"[{'name': 'Booker Prize', 'awardedAt': 1293868800000, 'category': '', 'hasWon': None}, {'name': 'Orange Prize', 'awardedAt': 1293868800000, 'category': 'Fiction Longlist', 'hasWon': None}]",,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2011,6,14,"[{'name': 'Booker Prize', 'awardedAt': 1293868800000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/9593705-jamrach-s-menagerie,Jamrach's Menagerie,"A thrilling and powerful novel about a young boy lured to sea by the promise of adventure and reward, with echoes of Great Expectations, Moby-Dick, and The Voyage of the Narwhal.Jamrach’s Menagerie tells the story of a nineteenth-century street urchin named Jaffy Brown. Following an incident with an escaped tiger, Jaffy goes to work for Mr. Charles Jamrach, the famed importer of exotic animals, alongside Tim, a good but sometimes spitefully competitive boy. Thus begins a long, close friendship fraught with ambiguity and rivalry. Mr. Jamrach recruits the two boys to capture a fabled dragon during the course of a three-year whaling expedi­tion. Onboard, Jaffy and Tim enjoy the rough brotherhood of sailors and the brutal art of whale hunting. They even succeed in catching the reptilian beast. But when the ship’s whaling venture falls short of expecta­tions, the crew begins to regard the dragon—seething with feral power in its cage—as bad luck, a feeling that is cruelly reinforced when a violent storm sinks the ship. Drifting across an increasingly hallucinatory ocean, the sur­vivors, including Jaffy and Tim, are forced to confront their own place in the animal kingdom. Masterfully told, wildly atmospheric, and thundering with tension, Jamrach’s Mena­gerie is a truly haunting novel about friendship, sacrifice, and survival.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329352941i/9593705.jpg,"['British Literature', 'Adventure', 'Literary Fiction', 'Fantasy', 'Contemporary', 'Historical', 'Animals', 'Historical Fiction', 'Literature', 'Fiction']",038553440X,038553440X,9.78039e+12,Doubleday,['Carol Birch'],1.30803e+12,"['Dan Rymer', 'Charles Jamrach', 'Tim Linver', 'Ishbel Linver', 'Jaffy Brown']"
Case Study,2022,1,0,0,,"148, 653, 2490, 3297, 1286",7874,1042,148,653,2490,3297,1286,3.62484125,278,English,"[{'name': 'Booker Prize', 'awardedAt': 1641024000000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,10,7,"[{'name': 'Booker Prize', 'awardedAt': 1641024000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/57539677-case-study,Case Study,"“I have decided to write down everything that happens, because I feel, I suppose, I may be putting myself in danger.”London, 1965. An unworldly young woman believes that a charismatic psychotherapist, Collins Braithwaite, has driven her sister to suicide. Intent on confirming her suspicions, she assumes a false identity and presents herself to him as a client, recording her experiences in a series of notebooks. But she soon finds herself drawn into a world in which she can no longer be certain of anything. Even her own character.In Case Study, Graeme Macrae Burnet presents these notebooks interspersed with his own biographical research into Collins Braithwaite. The result is a dazzling – and often wickedly humorous – meditation on the nature of sanity, identity and truth itself, by one of the most inventive novelists writing today.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1616819577i/57539677.jpg,"['Mental Health', 'Psychology', 'Mystery', 'Novels', 'Literary Fiction', 'Contemporary', 'Historical', 'Thriller', 'Historical Fiction', 'Fiction']",1913393194,1913393194,9.78191e+12,Saraband,['Graeme Macrae Burnet'],1.63359e+12,
A Long Long Way,2005,0,1,0,,"135, 329, 1217, 2908, 3299",7888,827,135,329,1217,2908,3299,4.12918357,292,English,"[{'name': 'Booker Prize', 'awardedAt': 1104566400000, 'category': '', 'hasWon': None}, {'name': 'Kerry Group Irish Fiction Award', 'awardedAt': 1136102400000, 'category': None, 'hasWon': None}, {'name': 'Dublin Literary Award', 'awardedAt': 1167638400000, 'category': 'Shortlist', 'hasWon': None}]",['Dunne Family'],TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2005,9,8,"[{'name': 'Booker Prize', 'awardedAt': 1104566400000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/379087.A_Long_Long_Way,A Long Long Way (Dunne Family #3),"Irish author and playwright Sebastian Barry has created a powerful new novel about divided loyalties and the realities of war.In 1914, Willie Dunne, barely eighteen years old, leaves behind Dublin, his family, and the girl he plans to marry in order to enlist in the Allied forces and face the Germans on the Western Front. Once there, he encounters a horror of violence and gore he could not have imagined and sustains his spirit with only the words on the pages from home and the camaraderie of the mud-covered Irish boys who fight and die by his side.  Dimly aware of the political tensions that have grown in Ireland in his absence, Willie returns on leave to find a world split and ravaged by forces closer to home. Despite the comfort he finds with his family, he knows he must rejoin his regiment and fight until the end. With grace and power, Sebastian Barry vividly renders Willie’s personal struggle as well as the overwhelming consequences of war.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388286097i/379087.jpg,"['War', 'Irish Literature', 'Novels', 'Literary Fiction', 'Ireland', 'Historical', 'World War I', 'Historical Fiction', 'Literature', 'Fiction']",0143035096,0143035096,9.78014e+12,Penguin Books,['Sebastian Barry'],1.12616e+12,['Willie Dunne']
All That Man Is,2016,0,1,0,,"241, 741, 2281, 3214, 1683",8160,999,241,741,2281,3214,1683,3.656495098,448,English,"[{'name': 'Booker Prize', 'awardedAt': 1451635200000, 'category': '', 'hasWon': None}, {'name': 'Gordon Burn Prize', 'awardedAt': 1451635200000, 'category': None, 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2016,9,22,"[{'name': 'Booker Prize', 'awardedAt': 1451635200000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/26046318-all-that-man-is,All That Man Is,"Nine men. Each of them at a different stage in life, each of them away from home, and each of them striving -- in the suburbs of Prague, in an overdeveloped Alpine village, beside a Belgian motorway, in a dingy Cyprus hotel -- to understand what it means to be alive, here and now. Tracing a dramatic arc from the spring of youth to the winter of old age, the ostensibly separate narratives of All That Man Is aggregate into a picture of a single shared existence, a picture that interrogates the state of modern manhood while bringing to life, unforgettably, the physical and emotional terrain of an increasingly globalized Europe. And so these nine lives form an ingenious and new kind of novel, in which David Szalay expertly plots a dark predicament for the twenty-first-century man.Dark and disturbing, but also often wickedly and uproariously comic, All That Man Is is notable for the acute psychological penetration Szalay brings to bear on his characters, from the working-class ex-grunt to the pompous college student, the middle-aged loser to the Russian oligarch. Steadily and mercilessly, as this brilliantly conceived book progresses, the protagonist at the center of each chapter is older than the last one, it gets colder out, and All That Man Is gathers exquisite power. Szalay is a writer of supreme gifts -- a master of a new kind of realism that vibrates with detail, intelligence, relevance, and devastating pathos.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1469636915i/26046318.jpg,"['British Literature', 'Short Stories', 'Novels', 'Literary Fiction', 'Audiobook', 'Contemporary', 'Canada', '21st Century', 'Fiction', 'Literature']",0224099779,0224099779,9.78022e+12,RANDOM HOUSE,['David Szalay'],1.47453e+12,
