title,booker_year,longlist,shortlist,winner,places,ratingHistogram,ratingsCount,reviewsCount,one_star,two_star,three_star,four_star,five_star,average_rating,numPages,language,awards,series,Fiction,Literary.Fiction,Novels,Contemporary,Literature,Historical.Fiction,Audiobook,Historical,British.Literature,Adult,Adult.Fiction,X21st.Century,Book.Club,Mystery,Family,Ireland,Fantasy,Irish.Literature,Unfinished,War,Africa,Crime,Asia,LGBT,Science.Fiction,India,Romance,Canada,Queer,Humor,publish_year,publish_month,publish_day,first_award,url,titleComplete,description,imageUrl,genres,asin,isbn,isbn13,publisher,author,publishDate,characters
Bitter Fruit,2004,0,1,0,['South Africa'],"61, 177, 416, 351, 155",1160,115,61,177,416,351,155,3.312068966,288,English,"[{'name': 'Booker Prize', 'awardedAt': 1072944000000, 'category': '', 'hasWon': None}, {'name': 'Dublin Literary Award', 'awardedAt': 1041408000000, 'category': 'Shortlist', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2005,3,10,"[{'name': 'Booker Prize', 'awardedAt': 1072944000000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/188330.Bitter_Fruit,Bitter Fruit,"With the publication of Kafka's Curse, Achmat Dangor established himself as an utterly singular voice in South African fiction. His new novel, a finalist for the Man Booker Prize and the IMPAC-Dublin Literary Award, is a clear-eyed, witty, yet deeply serious look at South Africa's political history and its damaging legacy in the lives of those who live there.The last time Silas Ali encountered Lieutenant Du Boise, Silas was locked in the back of a police van and the lieutenant was conducting a vicious assault on Silas's wife, Lydia, in revenge for her husband's participation in Nelson Mandela's African National Congress. When Silas sees Du Boise by chance twenty years later, as the Truth and Reconciliation Commission is about to deliver its report, crimes from the past erupt into the present, splintering the Alis' fragile peace. Meanwhile Silas and Lydia's son, Mikey, a thoroughly contemporary young hip-hop lothario, contends in unforeseen ways with his parents' pasts.A harrowing story of a brittle family on the crossroads of history and a fearless skewering of the pieties of revolutionary movements, Bitter Fruit is a cautionary tale of how we do, or do not, address the past's deepest wounds.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388445556i/188330.jpg,"['African Literature', 'Novels', 'Literary Fiction', 'Contemporary', 'Africa', 'Literature', 'School', 'Historical Fiction', 'South Africa', 'Fiction']",0802170064,0802170064,9.7808e+12,"Grove Press, Black Cat",['Achmat Dangor'],1.11044e+12,
A Blade of Grass,2004,1,0,0,,"34, 106, 339, 457, 264",1200,141,34,106,339,457,264,3.675833333,416,English,"[{'name': 'Booker Prize', 'awardedAt': 1072944000000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2004,9,7,"[{'name': 'Booker Prize', 'awardedAt': 1072944000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/209901.A_Blade_of_Grass,A Blade of Grass,"Barnes &amp; Noble Discover Great New WritersA Blade of Grass is a graceful and stunning epic set in 1970s South Africa, on a remote farm owned by a newly married couple. The mistress of the house, Marit, is young, recently orphaned, easily intimidated, and unaccustomed to rural life. With no close neighbors or friends, Marit feels isolated in the house while her husband works in the fields all day. Marit's displacement is soon echoed in the character of Tembi, the daughter of Marit's household maid, who assumes her mother's responsibilities in the farmhouse after she is hit by a car.An encroaching civil war soon threatens the tranquility of the farm, and before long a plague of violence descends. Abandoned by the other farm workers, the care of the farm is now left to Marit and Tembi, who begin this new struggle for survival as equals, but whose unity is put to a devastating test.DeSoto paints an unforgettable portrait of South Africa with tensions, both political and sexual, simmering underneath. Recalling J. M. Coetzee's Disgrace in his portrayal of Apartheid, DeSoto explodes onto the literary scene with a first novel of tremendous power and literary skill. His description of a terrifying world gone awry holds at its center a deep understanding of the patience of the land, and the enduring hope for renewal.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1435875182i/209901.jpg,"['Womens', 'Book Club', 'Modern', 'Contemporary', 'Canada', 'Africa', 'Historical', 'Historical Fiction', 'South Africa', 'Fiction']",0060554274,0060554274,9.78006e+12,Ecco,['Lewis DeSoto'],1.09454e+12,
All The Little Bird-Hearts,2023,1,0,0,,"7, 57, 265, 604, 290",1223,244,7,57,265,604,290,3.910057236,304,English,"[{'name': 'Booker Prize', 'awardedAt': 1672560000000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2023,3,2,"[{'name': 'Booker Prize', 'awardedAt': 1672560000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/62606735-all-the-little-bird-hearts,All The Little Bird-Hearts,"Sunday lives with her sixteen year old daughter Dolly, the same house she has lived in all her life. She does things differently from other people, but mostly it works. On her ""quiet days"" she must eat only white foods. For social situations, she has her etiquette hand book, and for solace her beloved treasury of Sicilian folklore. But the one thing very much out of her control is Dolly - beautiful, headstrong Dolly who is on the cusp of leaving home.Into this carefully ordered life step Vita and Rollo, a glamorous London couple who move in next door, disarm Sunday with their wit and charm, and proceed to deliciously break just about every rule in her etiquette manual. Soon the two families are in and out of each others houses, and Sunday feels loved and accepted like never before. But beneath Vita and Rollo's charm and wealth there is something else, something darker. And Sunday has something that Vita has always wanted for herself, a beautiful, clever daughter of her own.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1673651143i/62606735.jpg,"['British Literature', 'Adult', 'Mental Health', 'Novels', 'Literary Fiction', 'Disability', 'Audiobook', 'Contemporary', 'Autistic Spectrum Disorder', 'Fiction']",1472288009,1472288009,9.78147e+12,Tinder Press,['Viktoria Lloyd-Barlow'],1.67774e+12,
How to Paint a Dead Man,2009,1,0,0,,"36, 128, 376, 475, 225",1240,207,36,128,376,475,225,3.584677419,304,English,"[{'name': 'Booker Prize', 'awardedAt': 1230796800000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2009,6,4,"[{'name': 'Booker Prize', 'awardedAt': 1230796800000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/6345195-how-to-paint-a-dead-man,How to Paint a Dead Man,"The lives of four individuals—a dying painter, a blind girl, a landscape artist, and an art curator—intertwine across nearly five decades in this luminous and searching novel of extraordinary power. With How to Paint a Dead Man, Sarah Hall, ""one of the most significant and exciting of Britain's young novelists"" (The Guardian), delivers ""a maddeningly enticing read . . . an amazing feat of literary engineering"" (The Independent on Sunday).",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327920277i/6345195.jpg,"['British Literature', 'Novels', 'Modern', 'Literary Fiction', 'Art', 'Contemporary', 'Italy', 'Historical Fiction', 'Fiction', 'Literature']",057122489X,057122489X,9.78057e+12,Faber & Faber,['Sarah Hall'],1.2441e+12,
Gifted,2007,1,0,0,,"49, 216, 509, 373, 132",1279,173,49,216,509,373,132,3.252541048,277,English,"[{'name': 'Booker Prize', 'awardedAt': 1167638400000, 'category': 'Longlist', 'hasWon': None}, {'name': 'Desmond Elliott Prize', 'awardedAt': 1199174400000, 'category': None, 'hasWon': None}]",,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2007,9,11,"[{'name': 'Booker Prize', 'awardedAt': 1167638400000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/1356559.Gifted,Gifted,"Rumi Vasi is 10 years, 2 months, 13 days, 2 hours, 42 minutes, and 6 seconds old. She’s figured that the likelihood of her walking home from school with the boy she likes, John Kemble, is 0.2142, a probability severely reduced by the lacy dress and thick woolen tights her father, and Indian émigré, forces her to wear. Rumi is a gifted child, and her father, Mahesh, believes that strict discipline is the key to nurturing her genius if the family has any hope of making its mark on its adoptive country. Four years later, a teenage Rumi is at the center of an intense campaign by her parents to make her the youngest student ever to attend Oxford University, an effort that requires an unrelenting routine of study. Yet Rumi is growing up like any other normal teen: her mind often drifts to potent distractions . . . from music to love.Rumi’s parents want nothing other than to give Rumi an exceptional life. As her father outlines ever more regimented study schedules, her mother longs for India and forcefully reminds Rumi of her roots. In the end, the intense expectations of a family with everything to prove will be a combustible ingredient as an intelligent but naive girl is thrust into the adult world before she has time to grow up.In her stunningly eloquent debut novel, Nikita Lalwani pits a parent’s dream against a child’s. Deftly pondering the complexities and consequences that accompany the best intentions, Gifted explores just how far one person will push another, and how much can be endured, in the name of love.Advance praise for Gifted“A triumph . . . fluid, original, clever, glitteringly vivid, funny . . . All the conventional pieties and forms of Indian immigrant identity and trauma are so wittily preempted, and yet there’s a sure grasp, at the serious core of the novel, of the deep reverberations of politics and history. I couldn’t bear it when it ended.” –Tessa Hadley, author of The Master Bedroom“This is an outstanding piece of writing–rich, vivid, fluent, and well paced–with a wonderful cast of well-developed, engaging characters and a constantly surprising story line.”–Gerard Woodward, author of A Curious Earth",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1182960352i/1356559.jpg,"['Womens', 'British Literature', 'Young Adult', 'Literary Fiction', 'Audiobook', 'Contemporary', 'Indian Literature', 'India', 'Fiction', 'Teen']",1400066484,1400066484,9.7814e+12,Random House,['Nikita  Lalwani'],1.18949e+12,
Oxygen,2001,0,1,0,,"0, 0, 0, 1, 0",1310,115,62,191,483,402,172,3.329007634,323,English,[],,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2001,1,1,NA,https://www.goodreads.com/book/show/179931763-oxygen,Oxygen (First Edition),,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1695141479i/179931763.jpg,[],B002DM2MCW,,NA,"Harcourt, Inc.",['Andrew Miller'],9.78336e+11,
The Many,2016,1,0,0,,"67, 252, 506, 417, 163",1405,252,67,252,506,417,163,3.254092527,143,English,"[{'name': 'Booker Prize', 'awardedAt': 1451635200000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2016,6,15,"[{'name': 'Booker Prize', 'awardedAt': 1451635200000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/28580659-the-many,The Many,"On the surface, his move to the isolated village on the coast makes perfect sense. But the experience is an increasingly unsettling one for Timothy Bucchanan. A dead man no one will discuss. Wasted fish hauled from a contaminated sea. The dream of faceless men. Questions that lead to further questions. What truth are the villagers withholding? What fuels their interest and animosity towards him? And what pushes Timothy to dig deeper?",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1452962553i/28580659.jpg,"['British Literature', 'Adult', 'Mystery', 'Novels', 'Literary Fiction', 'Horror', 'Novella', 'Gothic', 'Fiction', 'Literature']",1784630489,1784630489,9.78178e+12,Salt,['Wyl Menmuir'],1.46597e+12,
Philida,2012,1,0,0,['Cape Town'],"38, 134, 464, 525, 253",1414,261,38,134,464,525,253,3.580622348,322,English,"[{'name': 'Booker Prize', 'awardedAt': 1325404800000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2012,7,31,"[{'name': 'Booker Prize', 'awardedAt': 1325404800000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/15790971-philida,Philida,"This is what it is to be a slave: that everything is decided for you from out there. You just got to listen and do as they tell you. You don't say no. You don't ask questions. You just do what they tell you. But far at the back of your head you think: Soon there must come a day when I can say for myself: This and that I shall do, this and that I shall not. It is 1832 in South Africa, the year before slavery is abolished and the slaves are emancipated. Philida is the mother of four children by Francois Brink, the son of her master. When Francois's father orders him to marry a woman from a prominent Cape Town family, Francois reneges on his promise to give Philida her freedom, threatening instead to sell her to new owners in the harsh country up north.  Here is the remarkable story - based on individuals connected to the author's family - of a fiercely independent woman who will settle for nothing and for no one. Unwilling to accept the future that lies ahead of her, Philida continues to test the limits and lodges a complaint against the Brink family. Then she sets off on a journey - from the southernmost reaches of the Cape, across a great wilderness, to the far north of the country - in order to reclaim her soul.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344273198i/15790971.jpg,"['African Literature', 'Novels', 'Literary Fiction', 'Race', 'Historical', 'Africa', 'Literature', 'Historical Fiction', 'South Africa', 'Fiction']",B008NA5Y14,,NA,Vintage Digital,['André P. Brink'],1.34372e+12,
The Last Hundred Days,2011,1,0,0,['Romania'],"23, 97, 383, 609, 313",1425,171,23,97,383,609,313,3.766315789,384,English,"[{'name': 'Booker Prize', 'awardedAt': 1293868800000, 'category': 'Longlist', 'hasWon': None}, {'name': 'Costa Book Award', 'awardedAt': 1293868800000, 'category': 'First Novel', 'hasWon': None}, {'name': 'European Book Prize', 'awardedAt': 1388563200000, 'category': 'Fiction', 'hasWon': None}, {'name': 'Desmond Elliott Prize', 'awardedAt': 1325404800000, 'category': '', 'hasWon': None}, {'name': 'Wales Book of the Year', 'awardedAt': 1325404800000, 'category': 'Fiction', 'hasWon': None}]",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2011,6,1,"[{'name': 'Booker Prize', 'awardedAt': 1293868800000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/10456114-the-last-hundred-days,The Last Hundred Days,"The socialist state is in crisis, the shops are empty, and old Bucharest vanishes daily under the onslaught of Ceaucescu's demolition gangs. The author creates an absorbing sense of time and place as the city struggles to survive this intense moment of history.Longlisted for the 2011 Man Booker Prize.Shortlisted for the 2011 Costa First Novel Award.Longlisted for the 2012 Desmond Elliot Prize.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1565035223i/10456114.jpg,"['British Literature', 'Romania', 'Novels', 'International', 'Literary Fiction', 'Contemporary', 'Historical', 'Historical Fiction', 'Literature', 'Fiction']",1854115413,1854115413,9.78185e+12,Seren Books,['Patrick McGuinness'],1.30691e+12,
Hystopia,2016,1,0,0,,"160, 328, 495, 330, 113",1426,224,160,328,495,330,113,2.935483871,352,English,"[{'name': 'Booker Prize', 'awardedAt': 1451635200000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2016,4,19,"[{'name': 'Booker Prize', 'awardedAt': 1451635200000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/25664447-hystopia,Hystopia,"By the early 1970s, President John F. Kennedy has survived several assassination attempts and—martyred, heroic—is now in his third term. Twenty-two-year-old Eugene Allen returns home from his tour of duty in Vietnam and begins to write a war novel—a book echoing Catch-22 and Slaughterhouse-Five—about veterans who have their battlefield experiences ""enfolded,"" wiped from their memories through drugs and therapy. In Eugene's fictive universe, veterans too damaged to be enfolded stalk the American heartland, reenacting atrocities on civilians and evading the Psych Corps, a federal agency dedicated to upholding the mental hygiene of the nation by any means necessary.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442837585i/25664447.jpg,"['War', 'Novels', 'Alternate History', 'Literary Fiction', 'Science Fiction', 'Dystopia', 'Speculative Fiction', 'American', 'Historical Fiction', 'Fiction']",0865479135,0865479135,9.78087e+12,"Farrar, Straus and Giroux",['David Means'],1.46105e+12,
